version,W,ref_code,ref_class,map_code,map_class,count
v3,3,7,Grass/Shrub,1,Harvest,3169
v3,3,7,Grass/Shrub,2,Development,6643
v3,3,7,Grass/Shrub,3,Forest,19802
v3,3,7,Grass/Shrub,4,Urban,19023
v3,3,7,Grass/Shrub,5,Water,267
v3,3,7,Grass/Shrub,6,Agriculture,32510
v3,3,7,Grass/Shrub,7,Grass/Shrub,48715
v3,3,7,Grass/Shrub,8,Wetland,28465
v3,3,7,Grass/Shrub,9,Beaver,6347
v3,3,7,Grass/Shrub,10,Insect/Disease,2950
v3,3,8,Wetland,1,Harvest,833
v3,3,8,Wetland,2,Development,2373
v3,3,8,Wetland,3,Forest,25699
v3,3,8,Wetland,4,Urban,5144
v3,3,8,Wetland,5,Water,8597
v3,3,8,Wetland,6,Agriculture,5415
v3,3,8,Wetland,7,Grass/Shrub,28979
v3,3,8,Wetland,8,Wetland,67308
v3,3,8,Wetland,9,Beaver,37490
v3,3,8,Wetland,10,Insect/Disease,8450
v3,3,9,Beaver,1,Harvest,2
v3,3,9,Beaver,2,Development,5
v3,3,9,Beaver,3,Forest,49
v3,3,9,Beaver,4,Urban,7
v3,3,9,Beaver,5,Water,36
v3,3,9,Beaver,6,Agriculture,36
v3,3,9,Beaver,7,Grass/Shrub,78
v3,3,9,Beaver,8,Wetland,272
v3,3,9,Beaver,9,Beaver,236
v3,3,9,Beaver,10,Insect/Disease,35
v3,3,10,Insect/Disease,1,Harvest,760
v3,3,10,Insect/Disease,2,Development,17
v3,3,10,Insect/Disease,3,Forest,1118
v3,3,10,Insect/Disease,4,Urban,25
v3,3,10,Insect/Disease,6,Agriculture,11
v3,3,10,Insect/Disease,7,Grass/Shrub,112
v3,3,10,Insect/Disease,8,Wetland,139
v3,3,10,Insect/Disease,9,Beaver,1407
v3,3,10,Insect/Disease,10,Insect/Disease,132
v3,5,1,Harvest,1,Harvest,393
v3,5,1,Harvest,2,Development,42
v3,5,1,Harvest,3,Forest,4352
v3,5,1,Harvest,4,Urban,106
v3,5,1,Harvest,5,Water,1
v3,5,1,Harvest,6,Agriculture,25
v3,5,1,Harvest,7,Grass/Shrub,727
v3,5,1,Harvest,8,Wetland,430
v3,5,1,Harvest,9,Beaver,706
v3,5,1,Harvest,10,Insect/Disease,375
v3,5,2,Development,1,Harvest,6
v3,5,2,Development,2,Development,22
v3,5,2,Development,3,Forest,42
v3,5,2,Development,4,Urban,135
v3,5,2,Development,5,Water,2
v3,5,2,Development,6,Agriculture,93
v3,5,2,Development,7,Grass/Shrub,34
v3,5,2,Development,8,Wetland,57
v3,5,2,Development,9,Beaver,10
v3,5,2,Development,10,Insect/Disease,1
v3,5,3,Forest,1,Harvest,8033
v3,5,3,Forest,2,Development,1373
v3,5,3,Forest,3,Forest,233668
v3,5,3,Forest,4,Urban,4305
v3,5,3,Forest,5,Water,1080
v3,5,3,Forest,6,Agriculture,1961
v3,5,3,Forest,7,Grass/Shrub,24716
v3,5,3,Forest,8,Wetland,12338
v3,5,3,Forest,9,Beaver,65035
v3,5,3,Forest,10,Insect/Disease,19915
v3,5,4,Urban,1,Harvest,83
v3,5,4,Urban,2,Development,651
v3,5,4,Urban,3,Forest,653
v3,5,4,Urban,4,Urban,14073
v3,5,4,Urban,5,Water,73
v3,5,4,Urban,6,Agriculture,1215
v3,5,4,Urban,7,Grass/Shrub,136
v3,5,4,Urban,8,Wetland,634
v3,5,4,Urban,9,Beaver,140
v3,5,4,Urban,10,Insect/Disease,53
v3,5,5,Water,1,Harvest,2
v3,5,5,Water,2,Development,70
v3,5,5,Water,3,Forest,563
v3,5,5,Water,4,Urban,76
v3,5,5,Water,5,Water,54073
v3,5,5,Water,6,Agriculture,16
v3,5,5,Water,7,Grass/Shrub,19
v3,5,5,Water,8,Wetland,1072
v3,5,5,Water,9,Beaver,511
v3,5,5,Water,10,Insect/Disease,76
v3,5,6,Agriculture,1,Harvest,218
v3,5,6,Agriculture,2,Development,2640
v3,5,6,Agriculture,3,Forest,3646
v3,5,6,Agriculture,4,Urban,9487
v3,5,6,Agriculture,5,Water,95
v3,5,6,Agriculture,6,Agriculture,87980
v3,5,6,Agriculture,7,Grass/Shrub,5105
v3,5,6,Agriculture,8,Wetland,2073
v3,5,6,Agriculture,9,Beaver,39
v3,5,6,Agriculture,10,Insect/Disease,91
v3,5,7,Grass/Shrub,1,Harvest,1067
v3,5,7,Grass/Shrub,2,Development,2296
v3,5,7,Grass/Shrub,3,Forest,6624
v3,5,7,Grass/Shrub,4,Urban,6951
v3,5,7,Grass/Shrub,5,Water,113
v3,5,7,Grass/Shrub,6,Agriculture,11188
v3,5,7,Grass/Shrub,7,Grass/Shrub,17136
v3,5,7,Grass/Shrub,8,Wetland,9825
v3,5,7,Grass/Shrub,9,Beaver,2193
v3,5,7,Grass/Shrub,10,Insect/Disease,1017
v3,5,8,Wetland,1,Harvest,221
v3,5,8,Wetland,2,Development,751
v3,5,8,Wetland,3,Forest,8377
v3,5,8,Wetland,4,Urban,1776
v3,5,8,Wetland,5,Water,3059
v3,5,8,Wetland,6,Agriculture,1742
v3,5,8,Wetland,7,Grass/Shrub,9775
v3,5,8,Wetland,8,Wetland,23918
v3,5,8,Wetland,9,Beaver,12951
v3,5,8,Wetland,10,Insect/Disease,3000
v3,5,9,Beaver,1,Harvest,1
v3,5,9,Beaver,2,Development,1
v3,5,9,Beaver,3,Forest,16
v3,5,9,Beaver,4,Urban,4
v3,5,9,Beaver,5,Water,8
v3,5,9,Beaver,6,Agriculture,11
v3,5,9,Beaver,7,Grass/Shrub,26
v3,5,9,Beaver,8,Wetland,94
v3,5,9,Beaver,9,Beaver,63
v3,5,9,Beaver,10,Insect/Disease,8
v3,5,10,Insect/Disease,1,Harvest,223
v3,5,10,Insect/Disease,2,Development,2
v3,5,10,Insect/Disease,3,Forest,306
v3,5,10,Insect/Disease,4,Urban,6
v3,5,10,Insect/Disease,7,Grass/Shrub,30
v3,5,10,Insect/Disease,8,Wetland,37
v3,5,10,Insect/Disease,9,Beaver,446
v3,5,10,Insect/Disease,10,Insect/Disease,35
v3,7,1,Harvest,1,Harvest,180
v3,7,1,Harvest,2,Development,10
v3,7,1,Harvest,3,Forest,2238
v3,7,1,Harvest,4,Urban,34
v3,7,1,Harvest,5,Water,1
v3,7,1,Harvest,6,Agriculture,4
v3,7,1,Harvest,7,Grass/Shrub,355
v3,7,1,Harvest,8,Wetland,219
v3,7,1,Harvest,9,Beaver,355
v3,7,1,Harvest,10,Insect/Disease,182
v3,7,2,Development,1,Harvest,1
v3,7,2,Development,2,Development,9
v3,7,2,Development,3,Forest,27
v3,7,2,Development,4,Urban,66
v3,7,2,Development,5,Water,1
v3,7,2,Development,6,Agriculture,44
v3,7,2,Development,7,Grass/Shrub,18
v3,7,2,Development,8,Wetland,27
v3,7,2,Development,9,Beaver,6
v3,7,3,Forest,1,Harvest,4021
v3,7,3,Forest,2,Development,656
v3,7,3,Forest,3,Forest,121585
v3,7,3,Forest,4,Urban,2426
v3,7,3,Forest,5,Water,625
v3,7,3,Forest,6,Agriculture,1006
v3,7,3,Forest,7,Grass/Shrub,12818
v3,7,3,Forest,8,Wetland,6494
v3,7,3,Forest,9,Beaver,33699
v3,7,3,Forest,10,Insect/Disease,10315
v3,7,4,Urban,1,Harvest,23
v3,7,4,Urban,2,Development,282
v3,7,4,Urban,3,Forest,258
v3,7,4,Urban,4,Urban,6595
v3,7,4,Urban,5,Water,44
v3,7,4,Urban,6,Agriculture,539
v3,7,4,Urban,7,Grass/Shrub,56
v3,7,4,Urban,8,Wetland,227
v3,7,4,Urban,9,Beaver,62
v3,7,4,Urban,10,Insect/Disease,14
v3,7,5,Water,2,Development,32
v3,7,5,Water,3,Forest,272
v3,7,5,Water,4,Urban,37
v3,7,5,Water,5,Water,27837
v3,7,5,Water,6,Agriculture,5
v3,7,5,Water,7,Grass/Shrub,12
v3,7,5,Water,8,Wetland,482
v3,7,5,Water,9,Beaver,229
v3,7,5,Water,10,Insect/Disease,30
v3,7,6,Agriculture,1,Harvest,71
v3,7,6,Agriculture,2,Development,1241
v3,7,6,Agriculture,3,Forest,2016
v3,7,6,Agriculture,4,Urban,4872
v3,7,6,Agriculture,5,Water,59
v3,7,6,Agriculture,6,Agriculture,46160
v3,7,6,Agriculture,7,Grass/Shrub,2437
v3,7,6,Agriculture,8,Wetland,971
v3,7,6,Agriculture,9,Beaver,18
v3,7,6,Agriculture,10,Insect/Disease,48
v3,7,7,Grass/Shrub,1,Harvest,496
v3,7,7,Grass/Shrub,2,Development,1141
v3,7,7,Grass/Shrub,3,Forest,3211
v3,7,7,Grass/Shrub,4,Urban,3487
v3,7,7,Grass/Shrub,5,Water,66
v3,7,7,Grass/Shrub,6,Agriculture,5639
v3,7,7,Grass/Shrub,7,Grass/Shrub,8565
v3,7,7,Grass/Shrub,8,Wetland,4859
v3,7,7,Grass/Shrub,9,Beaver,1079
v3,7,7,Grass/Shrub,10,Insect/Disease,474
v3,7,8,Wetland,1,Harvest,92
v3,7,8,Wetland,2,Development,371
v3,7,8,Wetland,3,Forest,4068
v3,7,8,Wetland,4,Urban,913
v3,7,8,Wetland,5,Water,1561
v3,7,8,Wetland,6,Agriculture,834
v3,7,8,Wetland,7,Grass/Shrub,4813
v3,7,8,Wetland,8,Wetland,12160
v3,7,8,Wetland,9,Beaver,6439
v3,7,8,Wetland,10,Insect/Disease,1506
v3,7,9,Beaver,3,Forest,4
v3,7,9,Beaver,4,Urban,2
v3,7,9,Beaver,5,Water,2
v3,7,9,Beaver,6,Agriculture,4
v3,7,9,Beaver,7,Grass/Shrub,12
v3,7,9,Beaver,8,Wetland,36
v3,7,9,Beaver,9,Beaver,28
v3,7,9,Beaver,10,Insect/Disease,5
v3,7,10,Insect/Disease,1,Harvest,87
v3,7,10,Insect/Disease,3,Forest,116
v3,7,10,Insect/Disease,7,Grass/Shrub,7
v3,7,10,Insect/Disease,8,Wetland,17
v3,7,10,Insect/Disease,9,Beaver,194
v3,7,10,Insect/Disease,10,Insect/Disease,14
v3,9,1,Harvest,1,Harvest,93
v3,9,1,Harvest,2,Development,8
v3,9,1,Harvest,3,Forest,1348
v3,9,1,Harvest,4,Urban,25
v3,9,1,Harvest,5,Water,1
v3,9,1,Harvest,7,Grass/Shrub,215
v3,9,1,Harvest,8,Wetland,122
v3,9,1,Harvest,9,Beaver,200
v3,9,1,Harvest,10,Insect/Disease,109
v3,9,2,Development,1,Harvest,1
v3,9,2,Development,2,Development,5
v3,9,2,Development,3,Forest,12
v3,9,2,Development,4,Urban,40
v3,9,2,Development,6,Agriculture,26
v3,9,2,Development,7,Grass/Shrub,9
v3,9,2,Development,8,Wetland,12
v3,9,2,Development,9,Beaver,2
v3,9,3,Forest,1,Harvest,2284
v3,9,3,Forest,2,Development,362
v3,9,3,Forest,3,Forest,73191
v3,9,3,Forest,4,Urban,1404
v3,9,3,Forest,5,Water,386
v3,9,3,Forest,6,Agriculture,600
v3,9,3,Forest,7,Grass/Shrub,7651
v3,9,3,Forest,8,Wetland,3920
v3,9,3,Forest,9,Beaver,20147
v3,9,3,Forest,10,Insect/Disease,6145
v3,9,4,Urban,1,Harvest,7
v3,9,4,Urban,2,Development,120
v3,9,4,Urban,3,Forest,149
v3,9,4,Urban,4,Urban,3707
v3,9,4,Urban,5,Water,27
v3,9,4,Urban,6,Agriculture,289
v3,9,4,Urban,7,Grass/Shrub,19
v3,9,4,Urban,8,Wetland,99
v3,9,4,Urban,9,Beaver,30
v3,9,4,Urban,10,Insect/Disease,10
v3,9,5,Water,2,Development,19
v3,9,5,Water,3,Forest,146
v3,9,5,Water,4,Urban,19
v3,9,5,Water,5,Water,16545
v3,9,5,Water,6,Agriculture,3
v3,9,5,Water,7,Grass/Shrub,3
v3,9,5,Water,8,Wetland,253
v3,9,5,Water,9,Beaver,108
v3,9,5,Water,10,Insect/Disease,10
v3,9,6,Agriculture,1,Harvest,29
v3,9,6,Agriculture,2,Development,724
v3,9,6,Agriculture,3,Forest,1304
v3,9,6,Agriculture,4,Urban,2539
v3,9,6,Agriculture,5,Water,27
v3,9,6,Agriculture,6,Agriculture,28114
v3,9,6,Agriculture,7,Grass/Shrub,1371
v3,9,6,Agriculture,8,Wetland,582
v3,9,6,Agriculture,9,Beaver,5
v3,9,6,Agriculture,10,Insect/Disease,28
v3,9,7,Grass/Shrub,1,Harvest,301
v3,9,7,Grass/Shrub,2,Development,642
v3,9,7,Grass/Shrub,3,Forest,1877
v3,9,7,Grass/Shrub,4,Urban,2048
v3,9,7,Grass/Shrub,5,Water,42
v3,9,7,Grass/Shrub,6,Agriculture,3326
v3,9,7,Grass/Shrub,7,Grass/Shrub,4974
v3,9,7,Grass/Shrub,8,Wetland,2769
v3,9,7,Grass/Shrub,9,Beaver,630
v3,9,7,Grass/Shrub,10,Insect/Disease,297
v3,9,8,Wetland,1,Harvest,47
v3,9,8,Wetland,2,Development,200
v3,9,8,Wetland,3,Forest,2327
v3,9,8,Wetland,4,Urban,519
v3,9,8,Wetland,5,Water,918
v3,9,8,Wetland,6,Agriculture,489
v3,9,8,Wetland,7,Grass/Shrub,2789
v3,9,8,Wetland,8,Wetland,7099
v3,9,8,Wetland,9,Beaver,3707
v3,9,8,Wetland,10,Insect/Disease,870
v3,9,9,Beaver,3,Forest,2
v3,9,9,Beaver,4,Urban,1
v3,9,9,Beaver,5,Water,1
v3,9,9,Beaver,6,Agriculture,2
v3,9,9,Beaver,7,Grass/Shrub,4
v3,9,9,Beaver,8,Wetland,21
v3,9,9,Beaver,9,Beaver,12
v3,9,9,Beaver,10,Insect/Disease,3
v3,9,10,Insect/Disease,1,Harvest,48
v3,9,10,Insect/Disease,3,Forest,64
v3,9,10,Insect/Disease,7,Grass/Shrub,7
v3,9,10,Insect/Disease,8,Wetland,6
v3,9,10,Insect/Disease,9,Beaver,110
v3,9,10,Insect/Disease,10,Insect/Disease,8
v4,1,1,Harvest,1,Harvest,14365
v4,1,1,Harvest,2,Development,12822
v4,1,1,Harvest,3,Forest,81019
v4,1,1,Harvest,4,Urban,27352
v4,1,1,Harvest,5,Water,5223
v4,1,1,Harvest,6,Agriculture,11592
v4,1,1,Harvest,7,Grass/Shrub,9927
v4,1,1,Harvest,8,Wetland,1328
v4,1,1,Harvest,9,Beaver,5238
v4,1,1,Harvest,10,Insect/Disease,21682
v4,1,2,Development,1,Harvest,154
v4,1,2,Development,2,Development,1271
v4,1,2,Development,3,Forest,2187
v4,1,2,Development,4,Urban,2304
v4,1,2,Development,5,Water,393
v4,1,2,Development,6,Agriculture,3476
v4,1,2,Development,7,Grass/Shrub,1472
v4,1,2,Development,8,Wetland,1089
v4,1,2,Development,9,Beaver,22
v4,1,2,Development,10,Insect/Disease,382
v4,1,3,Forest,1,Harvest,47648
v4,1,3,Forest,2,Development,47730
v4,1,3,Forest,3,Forest,5998900
v4,1,3,Forest,4,Urban,1392401
v4,1,3,Forest,5,Water,641061
v4,1,3,Forest,6,Agriculture,139851
v4,1,3,Forest,7,Grass/Shrub,422010
v4,1,3,Forest,8,Wetland,242313
v4,1,3,Forest,9,Beaver,36487
v4,1,3,Forest,10,Insect/Disease,84332
v4,1,4,Urban,1,Harvest,8261
v4,1,4,Urban,2,Development,25286
v4,1,4,Urban,3,Forest,160435
v4,1,4,Urban,4,Urban,234260
v4,1,4,Urban,5,Water,22527
v4,1,4,Urban,6,Agriculture,60551
v4,1,4,Urban,7,Grass/Shrub,41861
v4,1,4,Urban,8,Wetland,11820
v4,1,4,Urban,9,Beaver,2033
v4,1,4,Urban,10,Insect/Disease,3543
v4,1,5,Water,1,Harvest,328
v4,1,5,Water,2,Development,8009
v4,1,5,Water,3,Forest,109526
v4,1,5,Water,4,Urban,455446
v4,1,5,Water,5,Water,806529
v4,1,5,Water,6,Agriculture,13946
v4,1,5,Water,7,Grass/Shrub,14089
v4,1,5,Water,8,Wetland,19121
v4,1,5,Water,9,Beaver,2640
v4,1,5,Water,10,Insect/Disease,2618
v4,1,6,Agriculture,1,Harvest,82937
v4,1,6,Agriculture,2,Development,109882
v4,1,6,Agriculture,3,Forest,463867
v4,1,6,Agriculture,4,Urban,393194
v4,1,6,Agriculture,5,Water,51486
v4,1,6,Agriculture,6,Agriculture,1195283
v4,1,6,Agriculture,7,Grass/Shrub,357204
v4,1,6,Agriculture,8,Wetland,34874
v4,1,6,Agriculture,9,Beaver,14882
v4,1,6,Agriculture,10,Insect/Disease,5438
v4,1,7,Grass/Shrub,1,Harvest,35875
v4,1,7,Grass/Shrub,2,Development,66606
v4,1,7,Grass/Shrub,3,Forest,466433
v4,1,7,Grass/Shrub,4,Urban,283975
v4,1,7,Grass/Shrub,5,Water,55754
v4,1,7,Grass/Shrub,6,Agriculture,170677
v4,1,7,Grass/Shrub,7,Grass/Shrub,411946
v4,1,7,Grass/Shrub,8,Wetland,54539
v4,1,7,Grass/Shrub,9,Beaver,21245
v4,1,7,Grass/Shrub,10,Insect/Disease,39308
v4,1,8,Wetland,1,Harvest,16126
v4,1,8,Wetland,2,Development,41607
v4,1,8,Wetland,3,Forest,654330
v4,1,8,Wetland,4,Urban,290769
v4,1,8,Wetland,5,Water,153218
v4,1,8,Wetland,6,Agriculture,44985
v4,1,8,Wetland,7,Grass/Shrub,316692
v4,1,8,Wetland,8,Wetland,197889
v4,1,8,Wetland,9,Beaver,47145
v4,1,8,Wetland,10,Insect/Disease,62623
v4,1,9,Beaver,1,Harvest,45
v4,1,9,Beaver,2,Development,269
v4,1,9,Beaver,3,Forest,1767
v4,1,9,Beaver,4,Urban,812
v4,1,9,Beaver,5,Water,830
v4,1,9,Beaver,6,Agriculture,455
v4,1,9,Beaver,7,Grass/Shrub,878
v4,1,9,Beaver,8,Wetland,1608
v4,1,9,Beaver,9,Beaver,1721
v4,1,9,Beaver,10,Insect/Disease,292
v4,1,10,Insect/Disease,1,Harvest,1187
v4,1,10,Insect/Disease,2,Development,333
v4,1,10,Insect/Disease,3,Forest,25546
v4,1,10,Insect/Disease,4,Urban,11416
v4,1,10,Insect/Disease,5,Water,2317
v4,1,10,Insect/Disease,6,Agriculture,1178
v4,1,10,Insect/Disease,7,Grass/Shrub,2712
v4,1,10,Insect/Disease,8,Wetland,803
v4,1,10,Insect/Disease,9,Beaver,1118
v4,1,10,Insect/Disease,10,Insect/Disease,1788
v4,3,1,Harvest,1,Harvest,1665
v4,3,1,Harvest,2,Development,1442
v4,3,1,Harvest,3,Forest,8841
v4,3,1,Harvest,4,Urban,2948
v4,3,1,Harvest,5,Water,497
v4,3,1,Harvest,6,Agriculture,1135
v4,3,1,Harvest,7,Grass/Shrub,1042
v4,3,1,Harvest,8,Wetland,100
v4,3,1,Harvest,9,Beaver,533
v4,3,1,Harvest,10,Insect/Disease,2430
v4,3,2,Development,1,Harvest,14
v4,3,2,Development,2,Development,134
v4,3,2,Development,3,Forest,191
v4,3,2,Development,4,Urban,241
v4,3,2,Development,5,Water,24
v4,3,2,Development,6,Agriculture,370
v4,3,2,Development,7,Grass/Shrub,172
v4,3,2,Development,8,Wetland,114
v4,3,2,Development,10,Insect/Disease,38
v4,3,3,Forest,1,Harvest,5395
v4,3,3,Forest,2,Development,5691
v4,3,3,Forest,3,Forest,696097
v4,3,3,Forest,4,Urban,154775
v4,3,3,Forest,5,Water,66574
v4,3,3,Forest,6,Agriculture,14401
v4,3,3,Forest,7,Grass/Shrub,46173
v4,3,3,Forest,8,Wetland,24687
v4,3,3,Forest,9,Beaver,3676
v4,3,3,Forest,10,Insect/Disease,8569
v4,3,4,Urban,1,Harvest,732
v4,3,4,Urban,2,Development,2676
v4,3,4,Urban,3,Forest,15185
v4,3,4,Urban,4,Urban,26121
v4,3,4,Urban,5,Water,1634
v4,3,4,Urban,6,Agriculture,5475
v4,3,4,Urban,7,Grass/Shrub,3647
v4,3,4,Urban,8,Wetland,909
v4,3,4,Urban,9,Beaver,116
v4,3,4,Urban,10,Insect/Disease,264
v4,3,5,Water,1,Harvest,24
v4,3,5,Water,2,Development,828
v4,3,5,Water,3,Forest,11665
v4,3,5,Water,4,Urban,50153
v4,3,5,Water,5,Water,90477
v4,3,5,Water,6,Agriculture,1155
v4,3,5,Water,7,Grass/Shrub,1428
v4,3,5,Water,8,Wetland,1827
v4,3,5,Water,9,Beaver,220
v4,3,5,Water,10,Insect/Disease,252
v4,3,6,Agriculture,1,Harvest,9563
v4,3,6,Agriculture,2,Development,12469
v4,3,6,Agriculture,3,Forest,53115
v4,3,6,Agriculture,4,Urban,43919
v4,3,6,Agriculture,5,Water,5105
v4,3,6,Agriculture,6,Agriculture,135821
v4,3,6,Agriculture,7,Grass/Shrub,39336
v4,3,6,Agriculture,8,Wetland,3381
v4,3,6,Agriculture,9,Beaver,1299
v4,3,6,Agriculture,10,Insect/Disease,454
v4,3,7,Grass/Shrub,1,Harvest,3775
v4,3,7,Grass/Shrub,2,Development,7138
v4,3,7,Grass/Shrub,3,Forest,49239
v4,3,7,Grass/Shrub,4,Urban,29485
v4,3,7,Grass/Shrub,5,Water,5328
v4,3,7,Grass/Shrub,6,Agriculture,16614
v4,3,7,Grass/Shrub,7,Grass/Shrub,44825
v4,3,7,Grass/Shrub,8,Wetland,5343
v4,3,7,Grass/Shrub,9,Beaver,2005
v4,3,7,Grass/Shrub,10,Insect/Disease,4139
v4,3,8,Wetland,1,Harvest,1572
v4,3,8,Wetland,2,Development,4410
v4,3,8,Wetland,3,Forest,68942
v4,3,8,Wetland,4,Urban,29639
v4,3,8,Wetland,5,Water,15358
v4,3,8,Wetland,6,Agriculture,3941
v4,3,8,Wetland,7,Grass/Shrub,33666
v4,3,8,Wetland,8,Wetland,21158
v4,3,8,Wetland,9,Beaver,4813
v4,3,8,Wetland,10,Insect/Disease,6789
v4,3,9,Beaver,1,Harvest,3
v4,3,9,Beaver,2,Development,28
v4,3,9,Beaver,3,Forest,138
v4,3,9,Beaver,4,Urban,72
v4,3,9,Beaver,5,Water,53
v4,3,9,Beaver,6,Agriculture,40
v4,3,9,Beaver,7,Grass/Shrub,64
v4,3,9,Beaver,8,Wetland,149
v4,3,9,Beaver,9,Beaver,181
v4,3,9,Beaver,10,Insect/Disease,28
v4,3,10,Insect/Disease,1,Harvest,95
v4,3,10,Insect/Disease,2,Development,11
v4,3,10,Insect/Disease,3,Forest,1939
v4,3,10,Insect/Disease,4,Urban,1028
v4,3,10,Insect/Disease,5,Water,189
v4,3,10,Insect/Disease,6,Agriculture,50
v4,3,10,Insect/Disease,7,Grass/Shrub,141
v4,3,10,Insect/Disease,8,Wetland,39
v4,3,10,Insect/Disease,9,Beaver,86
v4,3,10,Insect/Disease,10,Insect/Disease,143
v4,5,1,Harvest,1,Harvest,579
v4,5,1,Harvest,2,Development,505
v4,5,1,Harvest,3,Forest,3106
v4,5,1,Harvest,4,Urban,1021
v4,5,1,Harvest,5,Water,150
v4,5,1,Harvest,6,Agriculture,382
v4,5,1,Harvest,7,Grass/Shrub,343
v4,5,1,Harvest,8,Wetland,31
v4,5,1,Harvest,9,Beaver,166
v4,5,1,Harvest,10,Insect/Disease,874
v4,5,2,Development,1,Harvest,4
v4,5,2,Development,2,Development,42
v4,5,2,Development,3,Forest,49
v4,5,2,Development,4,Urban,56
v4,5,2,Development,5,Water,7
v4,5,2,Development,6,Agriculture,130
v4,5,2,Development,7,Grass/Shrub,64
v4,5,2,Development,8,Wetland,40
v4,5,2,Development,10,Insect/Disease,10
v4,5,3,Forest,1,Harvest,1798
v4,5,3,Forest,2,Development,1996
v4,5,3,Forest,3,Forest,255872
v4,5,3,Forest,4,Urban,55317
v4,5,3,Forest,5,Water,23036
v4,5,3,Forest,6,Agriculture,5017
v4,5,3,Forest,7,Grass/Shrub,16406
v4,5,3,Forest,8,Wetland,8838
v4,5,3,Forest,9,Beaver,1251
v4,5,3,Forest,10,Insect/Disease,2893
v4,5,4,Urban,1,Harvest,145
v4,5,4,Urban,2,Development,804
v4,5,4,Urban,3,Forest,4669
v4,5,4,Urban,4,Urban,8892
v4,5,4,Urban,5,Water,401
v4,5,4,Urban,6,Agriculture,1481
v4,5,4,Urban,7,Grass/Shrub,993
v4,5,4,Urban,8,Wetland,242
v4,5,4,Urban,9,Beaver,27
v4,5,4,Urban,10,Insect/Disease,57
v4,5,5,Water,1,Harvest,4
v4,5,5,Water,2,Development,300
v4,5,5,Water,3,Forest,3993
v4,5,5,Water,4,Urban,17865
v4,5,5,Water,5,Water,32718
v4,5,5,Water,6,Agriculture,368
v4,5,5,Water,7,Grass/Shrub,505
v4,5,5,Water,8,Wetland,571
v4,5,5,Water,9,Beaver,68
v4,5,5,Water,10,Insect/Disease,86
v4,5,6,Agriculture,1,Harvest,3411
v4,5,6,Agriculture,2,Development,4445
v4,5,6,Agriculture,3,Forest,19586
v4,5,6,Agriculture,4,Urban,16042
v4,5,6,Agriculture,5,Water,1747
v4,5,6,Agriculture,6,Agriculture,50314
v4,5,6,Agriculture,7,Grass/Shrub,14179
v4,5,6,Agriculture,8,Wetland,1111
v4,5,6,Agriculture,9,Beaver,404
v4,5,6,Agriculture,10,Insect/Disease,135
v4,5,7,Grass/Shrub,1,Harvest,1237
v4,5,7,Grass/Shrub,2,Development,2421
v4,5,7,Grass/Shrub,3,Forest,17214
v4,5,7,Grass/Shrub,4,Urban,10275
v4,5,7,Grass/Shrub,5,Water,1775
v4,5,7,Grass/Shrub,6,Agriculture,5553
v4,5,7,Grass/Shrub,7,Grass/Shrub,15943
v4,5,7,Grass/Shrub,8,Wetland,1836
v4,5,7,Grass/Shrub,9,Beaver,671
v4,5,7,Grass/Shrub,10,Insect/Disease,1485
v4,5,8,Wetland,1,Harvest,469
v4,5,8,Wetland,2,Development,1460
v4,5,8,Wetland,3,Forest,23761
v4,5,8,Wetland,4,Urban,10042
v4,5,8,Wetland,5,Water,5218
v4,5,8,Wetland,6,Agriculture,1266
v4,5,8,Wetland,7,Grass/Shrub,11802
v4,5,8,Wetland,8,Wetland,7453
v4,5,8,Wetland,9,Beaver,1647
v4,5,8,Wetland,10,Insect/Disease,2452
v4,5,9,Beaver,2,Development,7
v4,5,9,Beaver,3,Forest,42
v4,5,9,Beaver,4,Urban,20
v4,5,9,Beaver,5,Water,15
v4,5,9,Beaver,6,Agriculture,13
v4,5,9,Beaver,7,Grass/Shrub,18
v4,5,9,Beaver,8,Wetland,56
v4,5,9,Beaver,9,Beaver,56
v4,5,9,Beaver,10,Insect/Disease,5
v4,5,10,Insect/Disease,1,Harvest,31
v4,5,10,Insect/Disease,2,Development,3
v4,5,10,Insect/Disease,3,Forest,547
v4,5,10,Insect/Disease,4,Urban,343
v4,5,10,Insect/Disease,5,Water,58
v4,5,10,Insect/Disease,6,Agriculture,4
v4,5,10,Insect/Disease,7,Grass/Shrub,26
v4,5,10,Insect/Disease,8,Wetland,9
v4,5,10,Insect/Disease,9,Beaver,22
v4,5,10,Insect/Disease,10,Insect/Disease,42
v4,7,1,Harvest,1,Harvest,302
v4,7,1,Harvest,2,Development,253
v4,7,1,Harvest,3,Forest,1540
v4,7,1,Harvest,4,Urban,516
v4,7,1,Harvest,5,Water,72
v4,7,1,Harvest,6,Agriculture,172
v4,7,1,Harvest,7,Grass/Shrub,167
v4,7,1,Harvest,8,Wetland,12
v4,7,1,Harvest,9,Beaver,80
v4,7,1,Harvest,10,Insect/Disease,464
v4,7,2,Development,1,Harvest,1
v4,7,2,Development,2,Development,20
v4,7,2,Development,3,Forest,22
v4,7,2,Development,4,Urban,31
v4,7,2,Development,5,Water,3
v4,7,2,Development,6,Agriculture,62
v4,7,2,Development,7,Grass/Shrub,36
v4,7,2,Development,8,Wetland,20
v4,7,2,Development,10,Insect/Disease,4
v4,7,3,Forest,1,Harvest,847
v4,7,3,Forest,2,Development,995
